Paper	Outlet	Year	PaperID	Empirical Exp./Analysis	human?	"Averaged or single task? (s: single tasks; a: averaged; na = not applicable)"	Explanation	Task (to evaluate whether aggregation makes sense or not)
Boa: a language and infrastructure for analyzing ultra-large-scale software repositories	ICSE	2013	ICSE13_19	yes	yes	s	not averaged, task-wise discussion of results	
Bridging the gap between the total and additional test-case prioritization strategies	ICSE	2013	ICSE13_20	yes	no			
Broken sets in software repository evolution	ICSE	2013	ICSE13_21	yes	no			
Cassandra: proactive conflict minimization through optimized task scheduling	ICSE	2013	ICSE13_22	yes	no			
Categorizing bugs with social networks: a case study on four open source software communities	ICSE	2013	ICSE13_23	yes	no			
Chronicler: lightweight recording to reproduce field failures	ICSE	2013	ICSE13_24	yes	no			
Comparative causality: explaining the differences between executions	ICSE	2013	ICSE13_25	yes	no			
Comparing multi-point stride coverage and dataflow coverage	ICSE	2013	ICSE13_26	yes	no			
Counter play-out: executing unrealizable scenario-based specifications	ICSE	2013	ICSE13_27	yes	no			
Coupling software architecture and human architecture for collaboration-aware system adaptation	ICSE	2013	ICSE13_28	yes	no			
Creating a shared understanding of testing culture on a social coding site	ICSE	2013	ICSE13_29	yes	yes	na	development and testing of questionnaire/testing strategies on Github	
Data clone detection and visualization in spreadsheets	ICSE	2013	ICSE13_30	yes	no			
Departures from optimality: understanding human analyst's information foraging in assisted requirements tracing	ICSE	2013	ICSE13_31	yes	yes	both	summarized for creating the models, but also looked at each task (use case) individually	"participants should discover connections between use cases; goal was to model the participants based on information foraging theory"
Detecting deadlock in programs with data-centric synchronization	ICSE	2013	ICSE13_32	yes	no			
Detecting inconsistencies in wrappers: a case study	ICSE	2013	ICSE13_33	yes	yes	na	I could not find the mention of human participants	
Detecting spurious counterexamples efficiently in abstract model checking	ICSE	2013	ICSE13_34	yes	no			
Discovering essential code elements in informal documentation	ICSE	2013	ICSE13_35	yes	no			
Distributed development considered harmful?	ICSE	2013	ICSE13_36	yes	no			
Does bug prediction support human developers? findings from a google case study	ICSE	2013	ICSE13_37	yes	yes	na	"interviews to categorize files as bug prone or not; 4-week observation period with new tool"	no tasks
Drag-and-drop refactoring: intuitive and efficient program transformation	ICSE	2013	ICSE13_38	yes	yes	s	"Pairwise comparison of tasks and refactorings; no aggregation"	refactoring tasks
Dual ecological measures of focus in software development	ICSE	2013	ICSE13_39	yes	no			
Dynamic synthesis of local time requirement for service composition	ICSE	2013	ICSE13_40	yes	no			
Efficient and change-resilient test automation: an industrial case study	ICSE	2013	ICSE13_41	yes	yes	na	"participants were recruited to create test cases to be executed automatically (follow-up of automating test automation; ICSE12_18)"	
Efficient construction of approximate call graphs for JavaScript IDE services	ICSE	2013	ICSE13_42	yes	no			
Enabling a classroom design studio with a collaborative sketch design tool	ICSE	2013	ICSE13_43	yes	yes	na	evaluation of teaching method according to the technology acceptance model	
Engineering adaptive privacy: on the role of privacy awareness requirements	ICSE	2013	ICSE13_44	yes	no			
Estimating mobile application energy consumption using program analysis	ICSE	2013	ICSE13_45	yes	no			
Estimating software-intensive projects in the absence of historical data	ICSE	2013	ICSE13_46	yes	yes	s	estimation of costs for each feature	for cost estimation, features were defined, and two different evaluation methods based on features were evaluated against each other
Evaluating usefulness of software metrics: an industrial experience report	ICSE	2013	ICSE13_47	yes	yes	na	no tasks, rather interviews	
Expectations, outcomes, and challenges of modern code review	ICSE	2013	ICSE13_48	yes	yes	na	"purely qualitative to evaluate why developers do code reviews; interviews"	
Explicating symbolic execution (xSymExe): an evidence-based verification framework	ICSE	2013	ICSE13_49	yes	no			
Exploring the impact of inter-smell relations on software maintainability: an empirical study	ICSE	2013	ICSE13_50	yes	yes	na	conducted a PCA with all 301 modified files, likely with all three maintenance tasks	3 maintenance tasks x 2 systems, think-aloud data to identify smells
Expositor: scriptable time-travel debugging with first-class traces	ICSE	2013	ICSE13_51	yes	no			
Feedback-directed unit test generation for C/C++ using concolic execution	ICSE	2013	ICSE13_52	yes	no			
Green streams for data-intensive software	ICSE	2013	ICSE13_53	yes	no			
GuideArch: guiding the exploration of architectural solution space under uncertainty	ICSE	2013	ICSE13_54	yes	yes	na	observation of developers over tool addon during longer period of time	no specific tasks
Guided test generation for web applications	ICSE	2013	ICSE13_55	yes	no			
How to effectively use topic models for software engineering tasks? an approach based on genetic algorithms	ICSE	2013	ICSE13_56	yes	no			
How, and Why, Process Metrics Are Better	ICSE	2013	ICSE13_57	yes	no			
Human performance regression testing	ICSE	2013	ICSE13_58	yes	no			
Improving feature location practice with multi-faceted interactive exploration	ICSE	2013	ICSE13_59	yes	yes	a	completion time for all tasks is used for analysis	several tasks selected from a benchmark
Industry involvement in ICT curriculum: a comparative survey	ICSE	2013	ICSE13_60	yes	yes	na	"purely qualitative; survey to identify gap in teaching between industry and universities"	
Inferring likely mappings between APIs	ICSE	2013	ICSE13_61	yes	no			
Interaction-based test-suite minimization	ICSE	2013	ICSE13_62	yes	no			
Is time-zone proximity an advantage for software development? the case of the brazilian IT industry	ICSE	2013	ICSE13_63	yes	yes	na	interviews, no tasks, to evaluate whether time zone proximity/distance works for Brazilian IT companies	
It's not a bug, it's a feature: how misclassification impacts bug prediction	ICSE	2013	ICSE13_64	yes	no			
JST: an automatic test generation tool for industrial Java applications with strings	ICSE	2013	ICSE13_65	yes	no			
LASE: locating and applying systematic edits by learning from examples	ICSE	2013	ICSE13_66	yes	no			
Learning revised models for planning in adaptive systems	ICSE	2013	ICSE13_67	yes	no			
Managing non-functional uncertainty via model-driven adaptivity	ICSE	2013	ICSE13_68	yes	no			
Measuring architecture quality by structure plus history analysis	ICSE	2013	ICSE13_69	yes	no			
MIDAS: a design quality assessment method for industrial software	ICSE	2013	ICSE13_70	yes	no			
Mining SQL injection and cross site scripting vulnerabilities using hybrid program analysis	ICSE	2013	ICSE13_71	yes	no			
Observable modified Condition/Decision coverage	ICSE	2013	ICSE13_72	yes	no			
On the value of user preferences in search-based software engineering: a case study in software product lines	ICSE	2013	ICSE13_73	yes	no			
Partition-based regression verification	ICSE	2013	ICSE13_74	yes	no			
Path sensitive static analysis of web applications for remote code execution vulnerability detection	ICSE	2013	ICSE13_75	yes	no			
POPT: a problem-oriented programming and testing approach for novice students	ICSE	2013	ICSE13_76	yes	yes	s, but only one task	only one task to evaluate approach regarding time and number of submissions	
PorchLight: a tag-based approach to bug triaging	ICSE	2013	ICSE13_77	yes	yes	na	participants completed tasks, yet they were only interviewed and asked to rate the tool based on several questions	
Predicting bug-fixing time: an empirical study of commercial software projects	ICSE	2013	ICSE13_78	yes	no			
Program transformations to fix C integers	ICSE	2013	ICSE13_79	yes	no			
Reducing human effort and improving quality in peer code reviews using automatic static analysis and reviewer recommendation	ICSE	2013	ICSE13_80	yes	yes	na	no single tasks to aggregate	
Reliability analysis in symbolic pathfinder	ICSE	2013	ICSE13_81	yes	no			
Requirements modelling by synthesis of deontic input-output automata	ICSE	2013	ICSE13_82	yes	no			
RERAN: timing- and touch-sensitive record and replay for Android	ICSE	2013	ICSE13_83	yes	no			
Reverb: recommending code-related web pages	ICSE	2013	ICSE13_84	yes	yes	na	analysis of browsing history and usage of new tool	no defined tasks
Robust Recon?gurations of Component Assemblies	ICSE	2013	ICSE13_85	yes	no			
Safe software updates via multi-version execution	ICSE	2013	ICSE13_86	yes	no			
Scaling agile methods to regulated environments: an industry case study	ICSE	2013	ICSE13_87	yes	yes	na	interviews to develop prototype	
Search-based genetic optimization for deployment and reconfiguration of software in the cloud	ICSE	2013	ICSE13_88	yes	no			
Segmented Symbolic Analysis	ICSE	2013	ICSE13_89	yes	no			
SemFix: program repair via semantic analysis	ICSE	2013	ICSE13_90	yes	no			
Strategies for product-line verification: case studies and experiments	ICSE	2013	ICSE13_91	yes	no			
Studios in software engineering education: towards an evaluable model	ICSE	2013	ICSE13_92	yes	yes	na	purely qualitative based on observation and interviews	
Supporting swift reaction: automatically uncovering performance problems by systematic experiments	ICSE	2013	ICSE13_93	yes	no			
Teaching developer skills in the first software engineering course	ICSE	2013	ICSE13_94	yes	yes	na	survey of students after course	
Teaching software process modeling	ICSE	2013	ICSE13_95	yes	yes	na	no tasks, but teaching evaluations	
Teaching students global software engineering skills using distributed scrum	ICSE	2013	ICSE13_96	yes	yes	na	scrum over the course of a semester in Canada and Finnland to teach distributed software development	
The design of bug fixes	ICSE	2013	ICSE13_97	yes	yes	na	interviews and survey with estimation of frequencies	
The role of domain knowledge and cross-functional communication in socio-technical coordination	ICSE	2013	ICSE13_98	yes	yes	na	interviews, observation, and survey about communication behavior	
Toddler: detecting performance problems via similar memory-access patterns	ICSE	2013	ICSE13_99	yes	no			
Cowboys, Ankle Sprains, and Keepers of Quality: How Is Video Game Development Different from Software Development?	ICSE	2014	ICSE2014_1	yes	yes	na	Qualitative study	
Enhancing Symbolic Execution with Veritesting	ICSE	2014	ICSE2014_10	yes	no			
Manual Refactoring Changes with Automated Refactoring Validation	ICSE	2014	ICSE2014_11	yes	yes	s	Evaluation of refactoring tool/iDE plugin. Two study groups: with/without tool. Plotting (and brief discussion of) results of individual tasks.	Six refactoring tasks
Alternate Refactoring Paths Reveal Usability Problems	ICSE	2014	ICSE2014_12	yes	yes	na	Qualitative study: critical incident technique	
A Study and Toolkit for Asynchronous Programming in C#	ICSE	2014	ICSE2014_13	yes	no			
Reuse-Oriented Reverse Engineering of Functional Components from X86 Binaries	ICSE	2014	ICSE2014_14	yes	no			
Lifting Model Transformations to Product Lines	ICSE	2014	ICSE2014_15	yes	no			
Analyze This! 145 Questions for Data Scientists in Software Engineering	ICSE	2014	ICSE2014_16	yes	yes	na	Qualitative study	
Automated Goal Operationalisation Based on Interpolation and SAT Solving	ICSE	2014	ICSE2014_17	yes	no			
Mining Configuration Constraints: Static Analyses and Empirical Results	ICSE	2014	ICSE2014_18	yes	no			
Which Configuration Option Should I Change?	ICSE	2014	ICSE2014_19	yes	no			
Detecting Performance Anti-patterns for Applications Developed using Object-Relational Mapping	ICSE	2014	ICSE2014_2	yes	no			
Detecting Differences across Multiple Instances of Code Clones	ICSE	2014	ICSE2014_20	yes	yes	av	Evaluation of refactoring/diff tool, compared against existing tool. Matched participant two groups design, no mention of individual tasks, discussion on averages	8 clone-related refactoring tasks
Achieving Accuracy and Scalability Simultaneously in Detecting Application Clones on Android Markets	ICSE	2014	ICSE2014_21	yes	no			
Two's Company, Three's a Crowd: A Case Study of Crowdsourcing Software Development	ICSE	2014	ICSE2014_22	yes	no			
Does Latitude Hurt while Longitude Kills? Geographical and Temporal Separation in a Large Scale Software Development Project	ICSE	2014	ICSE2014_23	yes	no			
Software Engineering at the Speed of Light: How Developers Stay Current using Twitter	ICSE	2014	ICSE2014_24	yes	yes	na	Qualitative studies	
Building It Together: Synchronous Development in OSS	ICSE	2014	ICSE2014_25	yes	no			
"A Critical Review of ""Automatic Patch Generation Learned from Human-Written Patches"": Essay on the Problem Statement and the Evaluation of Automatic Software Repair"	ICSE	2014	ICSE2014_26	no	no			
The Dimensions of Software Engineering Success	ICSE	2014	ICSE2014_27	yes	yes	na	Qualitative work	
Data-Guided Repair of Selection Statements	ICSE	2014	ICSE2014_28	yes	no			
The Strength of Random Search on Automated Program Repair	ICSE	2014	ICSE2014_29	yes	no			
Characterizing and Detecting Performance Bugs for Smartphone Applications	ICSE	2014	ICSE2014_3	yes	no			
MintHint: Automated Synthesis of Repair Hints	ICSE	2014	ICSE2014_30	yes	yes	s	Amongst others, user study to evaluate repair hint tool, individual discussion	"Somewhat unclear, ""fault localization task"", which was fulfilled when all tests passed"
Mining Behavior Models from User-Intensive Web Applications	ICSE	2014	ICSE2014_31	yes	no			
Reviser: Efficiently Updating IDE-/IFDS-Based Data-Flow Analyses in Response to Incremental Program Changes	ICSE	2014	ICSE2014_32	yes	no			
Automated Design of Self-Adaptive Software with Control-Theoretical Formal Guarantees	ICSE	2014	ICSE2014_33	yes	no			
Perturbation Analysis of Stochastic Systems with Empirical Distribution Parameters	ICSE	2014	ICSE2014_34	yes	no			
How Do Centralized and Distributed Version Control Systems Impact Software Changes?	ICSE	2014	ICSE2014_35	yes	no			
Transition from Centralized to Decentralized Version Control Systems: A Case Study on Reasons, Barriers, and Outcomes	ICSE	2014	ICSE2014_36	yes	yes	na	interviews/survey	
An Exploratory Study of the Pull-Based Software Development Model	ICSE	2014	ICSE2014_37	yes	no			
Influence of Social and Technical Factors for Evaluating Contribution in GitHub	ICSE	2014	ICSE2014_38	yes	no			
How Do Professionals Perceive Legacy Systems and Software Modernization?	ICSE	2014	ICSE2014_39	yes	yes	na	interviews/survey	
Checking App Behavior Against App Descriptions	ICSE	2014	ICSE2014_4	yes	no			
Understanding JavaScript Event-Based Interactions	ICSE	2014	ICSE2014_40	yes	yes	s	Two controlled studies to evaluate tool, between-subject design: with/without tool, 	Various comprehension tasks
Understanding Understanding Source Code with Functional Magnetic Resonance Imaging	ICSE	2014	ICSE2014_41	yes	yes	av	Groundbreaking fMRI study, within-subject design	Bottom-up comprehension vs. location syntax errors
